bibliography.congress classifications,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.rank,metadata.url,bibliography.author.birth,bibliography.author.death,bibliography.author.name,bibliography.publication.day,bibliography.publication.full,bibliography.publication.month,bibliography.publication.month name,bibliography.publication.year
PR,en,"Salvation Army -- Drama,Children of the rich -- Drama,Didactic drama,Crime -- Drama,Fathers and daughters -- Drama",Major Barbara,Text,546,3790,731,https://www.gutenberg.org/ebooks/3790,1856,1950,"Shaw, Bernard",1,"February, 2003",2,February,2003
PQ,en,"Roland (Legendary character) -- Romances;Epic poetry, French -- Translations into English",The Song of Roland,Text,546,391,732,https://www.gutenberg.org/ebooks/391,0,0,Unknown,1,"January, 1996",1,January,1996
PQ,en,Drama,Life Is a Dream,Text,545,2587,733,https://www.gutenberg.org/ebooks/2587,1600,1681,"Calderon de la Barca, Pedro",31,03/31/06,3,March,2006
BC,en,"Logic -- Juvenile literature;Logic, Symbolic and mathematical",The Game of Logic,Text,544,4763,734,https://www.gutenberg.org/ebooks/4763,1832,1898,"Carroll, Lewis",1,"December, 2003",12,December,2003
PZ,en,"Oz (Imaginary place) -- Fiction,Fantasy",The Marvelous Land of Oz,Text,544,54,735,https://www.gutenberg.org/ebooks/54,1856,1919,"Baum, L. Frank (Lyman Frank)",1,"February, 1993",2,February,1993
PR,en,"England -- Fiction;Brown, Father (Fictitious character) -- Fiction;Clergy -- Fiction;Detective and mystery stories, English;Catholics -- Fiction",The Wisdom of Father Brown,Text,543,223,736,https://www.gutenberg.org/ebooks/223,1874,1936,"Chesterton, G. K. (Gilbert Keith)",1,"February, 1995",2,February,1995
,en,,Cawnpore,Text,543,51383,737,https://www.gutenberg.org/ebooks/51383,1838,1928,"Trevelyan, George Otto",6,03/06/16,3,March,2016
PN,en,"Science fiction, American -- Periodicals;Science fiction -- Periodicals",Astounding Stories of Super-Science January 1930,Text,541,41481,738,https://www.gutenberg.org/ebooks/41481,0,0,Unknown,25,11/25/12,11,November,2012
,en,,Nice Girl With 5 Husbands,Text,541,51101,739,https://www.gutenberg.org/ebooks/51101,1910,1992,"Leiber, Fritz",1,02/01/16,2,February,2016
PC,"en,es","Spanish language -- Textbooks for foreign speakers -- English,Spanish language -- Readers",A First Spanish Reader,Text,539,15353,740,https://www.gutenberg.org/ebooks/15353,1880,0,"Roessler, Erwin W. (Erwin William)",13,03/13/05,3,March,2005
PR,en,Literature -- History and criticism,"The Essays of ""George Eliot"": Complete",Text,539,28289,741,https://www.gutenberg.org/ebooks/28289,1819,1880,"Eliot, George",9,03/09/09,3,March,2009
CS,nl,"Names, Personal -- Netherlands;Names, Personal -- Frisian","De Nederlandsche Geslachtsnamen in Oorsprong, Geschiedenis en Beteekenis",Text,539,36077,742,https://www.gutenberg.org/ebooks/36077,1840,1916,"Winkler, Johan",10,05/10/11,5,May,2011
"PZ,PS",en,"Fairy tales;Short stories;Children's stories, American;Fairy tales -- United States",American Fairy Tales,Text,539,4357,743,https://www.gutenberg.org/ebooks/4357,1856,1919,"Baum, L. Frank (Lyman Frank)",1,"August, 2003",8,August,2003
,en,,The Social Contract & Discourses,Text,539,46333,744,https://www.gutenberg.org/ebooks/46333,1712,1778,"Rousseau, Jean-Jacques",19,07/19/14,7,July,2014
G,en,"Geography -- Outlines, syllabi, etc.",Home Geography for Primary Grades,Text,538,12228,745,https://www.gutenberg.org/ebooks/12228,0,0,"Long, C. C.",1,05/01/04,5,May,2004
PT,de,,Bahnwärter Thiel,Text,537,29376,746,https://www.gutenberg.org/ebooks/29376,1862,1946,"Hauptmann, Gerhart",11,07/11/09,7,July,2009
"B,PA",en,"Rhetoric, Ancient;Love -- Early works to 1800;Soul -- Early works to 1800;Classical literature;Rhetoric -- Early works to 1800;Socrates, 470 BC-399 BC;Lysias",Phaedrus,Text,536,1636,747,https://www.gutenberg.org/ebooks/1636,-428,-348,Plato,1,02/01/99,2,February,1999
,en,,Ibrahim Pasha: Grand Vizir of Suleiman the Magnificent,Text,535,51299,748,https://www.gutenberg.org/ebooks/51299,1869,1941,"Jenkins, Hester Donaldson",25,02/25/16,2,February,2016
"PZ,PS",en,"Orphans -- Juvenile fiction,Conduct of life -- Juvenile fiction,Cheerfulness -- Juvenile fiction,Aunts -- Juvenile fiction,Interpersonal relations -- Juvenile fiction,Vermont -- History -- 20th century -- Juvenile fiction",Pollyanna,Text,534,1450,749,https://www.gutenberg.org/ebooks/1450,1868,1920,"Porter, Eleanor H. (Eleanor Hodgman)",1,"September, 1998",9,September,1998
PA,en,"Cicero, Marcus Tullius -- Correspondence;Statesmen -- Rome -- Correspondence;Authors, Latin -- Correspondence","The Letters of Cicero, Volume 1: The Whole Extant Correspodence in Chronological Order",Text,534,21200,750,https://www.gutenberg.org/ebooks/21200,-106,-43,"Cicero, Marcus Tullius",22,04/22/07,4,April,2007
PR,en,"Friendship -- Fiction;Hessen (Hesse, Germany : Province) -- Fiction;Middle class -- Fiction;Bad Nauheim (Germany) -- Fiction;British -- Germany -- Fiction;Married people -- Fiction;Domestic fiction;Adultery -- Fiction",The Good Soldier,Text,534,2775,751,https://www.gutenberg.org/ebooks/2775,1873,1939,"Ford, Ford Madox",1,"August, 2001",8,August,2001
BX,en,"Christian life -- Catholic authors,Spiritual life -- Catholic Church",The Practice of the Presence of God,Text,534,5657,752,https://www.gutenberg.org/ebooks/5657,1611,1691,"Lawrence, of the Resurrection, Brother",1,"May, 2004",5,May,2004
PR,en,"Grandfathers -- Fiction,Antique dealers -- Fiction,Didactic fiction,England -- Fiction,Grandparent and child -- Fiction,Gamblers -- Fiction,Domestic fiction,Girls -- Fiction",The Old Curiosity Shop,Text,534,700,753,https://www.gutenberg.org/ebooks/700,1812,1870,"Dickens, Charles",7,03/07/08,3,March,2008
PR,en,"English drama,Man-woman relationships -- Drama",Man and Superman: A Comedy and a Philosophy,Text,533,3328,754,https://www.gutenberg.org/ebooks/3328,1856,1950,"Shaw, Bernard",21,03/21/06,3,March,2006
,en,,Moral Equivalent,Text,533,51449,755,https://www.gutenberg.org/ebooks/51449,1925,1980,"Neville, Kris",14,03/14/16,3,March,2016
GR,tl,Folklore -- Philippines,Ibong Adarna: Corrido at Buhay na Pinagdaanan nang tatlong Principeng Magcacapatid na Anac nang Haring Fernando at nang Reina Valeriana sa Cahariang Berbania,Text,532,16157,756,https://www.gutenberg.org/ebooks/16157,0,0,Anonymous,1,07/01/05,7,July,2005
PQ,fr,French literature,Madame Bovary,Text,531,14155,757,https://www.gutenberg.org/ebooks/14155,1821,1880,"Flaubert, Gustave",26,11/26/04,11,November,2004
,en,,"The Anabasis of Alexander: or, The History of the Wars and Conquests of Alexander the Great",Text,531,46976,758,https://www.gutenberg.org/ebooks/46976,0,0,"Nicomedia, Arrian of",27,09/27/14,9,September,2014
PZ,en,"Fantasy,Goblins -- Juvenile fiction,Fairy tales,Children's stories,Princesses -- Juvenile fiction",The Princess and the Goblin,Text,531,708,759,https://www.gutenberg.org/ebooks/708,1824,1905,"MacDonald, George",1,"November, 1996",11,November,1996
PA,en,"Epic poetry, Greek -- Translations into English;Odysseus (Greek mythology) -- Poetry;Homer -- Translations into English",The Odyssey,Text,529,3160,760,https://www.gutenberg.org/ebooks/3160,-750,-650,Homer,1,"April, 2002",4,April,2002
,en,,That Which Hath Wings,Text,529,51428,761,https://www.gutenberg.org/ebooks/51428,1863,1932,"Dehan, Richard",12,03/12/16,3,March,2016
PS,en,American poetry,Spoon River Anthology,Text,528,1280,762,https://www.gutenberg.org/ebooks/1280,1868,1950,"Masters, Edgar Lee",1,"April, 1998",4,April,1998
PK,en,"India -- Social life and customs -- Fiction;English language -- Textbooks for foreign speakers -- Indic;Tagore, Rabindranath, 1861-1941 -- Translations into English;Short stories, Bengali -- Translations into English",Stories from Tagore,Text,528,33525,763,https://www.gutenberg.org/ebooks/33525,1861,1941,"Tagore, Rabindranath",24,08/24/10,8,August,2010
PQ,en,"Epic poetry, Italian -- Translations into English;Italian poetry -- To 1400 -- Translations into English","The Divine Comedy by Dante, Illustrated, Purgatory, Complete",Text,528,8795,764,https://www.gutenberg.org/ebooks/8795,1265,1321,Dante Alighieri,5,08/05/04,8,August,2004
,en,,"Cicero: Letters to Atticus, Volume III (of 3)",Text,527,51403,765,https://www.gutenberg.org/ebooks/51403,-106,-43,"Cicero, Marcus Tullius",8,03/08/16,3,March,2016
PE,en,Readers,"McGuffey's First Eclectic Reader, Revised Edition",Text,525,14640,766,https://www.gutenberg.org/ebooks/14640,1800,1873,"McGuffey, William Holmes",29,06/29/05,6,June,2005
GR,en,"Tales -- Hawaii,Legends -- Hawaii",Hawaiian Folk Tales: A Collection of Native Legends,Text,525,18450,767,https://www.gutenberg.org/ebooks/18450,0,0,Unknown,25,05/25/06,5,May,2006
PR,en,"Mowgli (Fictitious character) -- Fiction,India -- Fiction,Jungle animals -- Fiction",The Second Jungle Book,Text,525,1937,768,https://www.gutenberg.org/ebooks/1937,1865,1936,"Kipling, Rudyard",1,"October, 1999",10,October,1999
PR,en,"Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction;Private investigators -- England -- Fiction;Blessing and cursing -- Fiction;Dogs -- Fiction;Dartmoor (England) -- Fiction",The Hound of the Baskervilles,Text,524,3070,769,https://www.gutenberg.org/ebooks/3070,1859,1930,"Doyle, Arthur Conan",1,"February, 2002",2,February,2002
DE,en,"Greece -- Biography -- Early works to 1800,Rome -- Biography -- Early works to 1800",Plutarch: Lives of the noble Grecians and Romans,Text,524,674,770,https://www.gutenberg.org/ebooks/674,46,119,Plutarch,1,01/01/17,1,January,1517
PZ,en,Fairy tales,The Story of the Three Little Pigs,Text,523,18155,771,https://www.gutenberg.org/ebooks/18155,1862,1940,"Brooke, L. Leslie (Leonard Leslie)",11,04/11/06,4,April,2006
HM,en,Crowds,The Crowd: A Study of the Popular Mind,Text,522,445,772,https://www.gutenberg.org/ebooks/445,1841,1931,"Le Bon, Gustave",1,01/01/95,1,January,1895
,en,,The Cool War,Text,522,51256,773,https://www.gutenberg.org/ebooks/51256,0,0,"Fetler, Andrew",21,02/21/16,2,February,2016
PA,en,"Epic poetry, Greek -- Translations into English;Achilles (Mythological character) -- Poetry;Trojan War -- Poetry",The Iliad of Homer: Translated into English Blank Verse by William Cowper,Text,521,16452,774,https://www.gutenberg.org/ebooks/16452,-750,-650,Homer,5,08/05/05,8,August,2005
BV,en,Meditations,The Imitation of Christ,Text,520,1653,775,https://www.gutenberg.org/ebooks/1653,1380,1471,"Thomas, a Kempis",1,01/01/22,1,January,1422
PZ,en,"Readers,Folklore,History",Fifty Famous Stories Retold,Text,519,18442,776,https://www.gutenberg.org/ebooks/18442,1841,1925,"Baldwin, James",23,05/23/06,5,May,2006
PR,en,"Mysteries and miracle-plays, English;Moralities, English;English drama -- To 1500;Bible plays, English","""Everyman,"" with other interludes, including eight miracle plays",Text,519,19481,777,https://www.gutenberg.org/ebooks/19481,0,0,Unknown,6,10/06/06,10,October,2006
,en,,The Fight Against Lynching: Anti-Lynching Work of the National Association for the Advancement of Colored People for the Year Nineteen Eighteen,Text,519,51317,778,https://www.gutenberg.org/ebooks/51317,0,0,Anonymous,28,02/28/16,2,February,2016
TT,en,Handicraft for boys,The Boy Mechanic: Volume 1: 700 Things for Boys to Do,Text,518,12655,779,https://www.gutenberg.org/ebooks/12655,0,0,Popular Mechanics Company,18,06/18/04,6,June,2004
PR,en,"Detective and mystery stories, English;Short stories;Fiction",The Lock and Key Library: Classic Mystery and Detective Stories: Modern English,Text,518,2038,780,https://www.gutenberg.org/ebooks/2038,0,0,Unknown,4,06/04/05,6,June,2005
,en,,"Motor Matt's Reverse: or, Caught in a Losing Cause",Text,518,51343,781,https://www.gutenberg.org/ebooks/51343,0,0,"Matthews, Stanley R.",2,03/02/16,3,March,2016
PG,en,"Russian fiction -- Translations into English;Dostoyevsky, Fyodor, 1821-1881 -- Translations into English","White Nights and Other Stories: The Novels of Fyodor Dostoevsky, Volume X",Text,517,36034,782,https://www.gutenberg.org/ebooks/36034,1821,1881,"Dostoyevsky, Fyodor",5,05/05/11,5,May,2011
PA,en,"Rome -- Fiction;Satire, Latin -- Translations into English",The Satyricon — Volume 02: Dinner of Trimalchio,Text,517,5219,783,https://www.gutenberg.org/ebooks/5219,20,66,Petronius Arbiter,22,05/22/04,5,May,2004
,en,,Hunt the Hunter,Text,515,51433,784,https://www.gutenberg.org/ebooks/51433,1925,1980,"Neville, Kris",13,03/13/16,3,March,2016
PR,en,"England -- Social life and customs -- Fiction;Love stories, English",The Complete Project Gutenberg Works of Jane Austen: A Linked Index of all PG Editions of Jane Austen,Text,514,31100,785,https://www.gutenberg.org/ebooks/31100,1775,1817,"Austen, Jane",25,01/25/10,1,January,2010
PT,en,Poetry,Poems,Text,513,38594,786,https://www.gutenberg.org/ebooks/38594,1875,1926,"Rilke, Rainer Maria",17,01/17/12,1,January,2012
,en,,Advance Agent,Text,513,51273,787,https://www.gutenberg.org/ebooks/51273,0,0,"Anvil, Christopher",21,02/21/16,2,February,2016
B,en,Philosophy,The Life of Reason: The Phases of Human Progress,Text,512,15000,788,https://www.gutenberg.org/ebooks/15000,1863,1952,"Santayana, George",14,02/14/05,2,February,2005
PQ,en,"Submarines (Ships) -- Fiction,Science fiction,Sea stories,Underwater exploration -- Fiction",Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World,Text,511,2488,789,https://www.gutenberg.org/ebooks/2488,1828,1905,"Verne, Jules",1,01/01/70,1,January,1870
PR,en,"English drama;Historical drama;Timur, 1336-1405 -- Drama;Tragedies",Tamburlaine the Great — Part 1,Text,510,1094,790,https://www.gutenberg.org/ebooks/1094,1564,1593,"Marlowe, Christopher",1,"November, 1997",11,November,1997
BC,en,"Logic, Symbolic and mathematical",Symbolic Logic,Text,510,28696,791,https://www.gutenberg.org/ebooks/28696,1832,1898,"Carroll, Lewis",5,05/05/09,5,May,2009
PT,en,"Norwegian drama -- Translations into English,Architects -- Drama",The Master Builder,Text,510,4070,792,https://www.gutenberg.org/ebooks/4070,1828,1906,"Ibsen, Henrik",1,"May, 2003",5,May,2003
,en,,Poem Outlines,Text,509,51346,793,https://www.gutenberg.org/ebooks/51346,1842,1881,"Lanier, Sidney",3,03/03/16,3,March,2016
QH,en,"Instinct;Expression;Psychology, Comparative;Emotions",The Expression of the Emotions in Man and Animals,Text,508,1227,794,https://www.gutenberg.org/ebooks/1227,1809,1882,"Darwin, Charles",1,"March, 1998",3,March,1998
PT,en,"Wives -- Drama,Man-woman relationships -- Drama,Marriage -- Drama,Norwegian drama -- Translations into English",A Doll's House,Text,508,15492,795,https://www.gutenberg.org/ebooks/15492,1828,1906,"Ibsen, Henrik",29,03/29/05,3,March,2005
PR,en,"Conduct of life -- Fiction,Humorous stories,Germany -- Fiction,Satire,Clothing and dress -- Fiction,Philosophers -- Fiction,Didactic fiction",Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,Text,507,1051,796,https://www.gutenberg.org/ebooks/1051,1795,1881,"Carlyle, Thomas",1,"September, 1997",9,September,1997
PJ,en,"Epic poetry, Assyro-Babylonian",An Old Babylonian Version of the Gilgamesh Epic,Text,506,11000,797,https://www.gutenberg.org/ebooks/11000,1866,1925,"Clay, Albert Tobias",4,07/04/06,7,July,2006
CT,en,"Philanthropists -- United States -- Biography;Carnegie, Andrew, 1835-1919;Industrialists -- United States -- Biography",Autobiography of Andrew Carnegie,Text,505,17976,798,https://www.gutenberg.org/ebooks/17976,1835,1919,"Carnegie, Andrew",13,03/13/06,3,March,2006
ML,en,Ballad operas -- Librettos,The Beggar's Opera; to Which is Prefixed the Musick to Each Song,Text,503,25063,799,https://www.gutenberg.org/ebooks/25063,1685,1732,"Gay, John",13,04/13/08,4,April,2008
NC,en,Drawing,"The Elements of Drawing, in Three Letters to Beginners",Text,503,30325,800,https://www.gutenberg.org/ebooks/30325,1819,1900,"Ruskin, John",24,10/24/09,10,October,2009
PS,en,"Cowboys -- Fiction,Wyoming -- Fiction,Western stories,Vigilantes -- Fiction,Cattle stealing -- Fiction",The Virginian: A Horseman of the Plains,Text,502,1298,801,https://www.gutenberg.org/ebooks/1298,1860,1938,"Wister, Owen",1,"May, 1998",5,May,1998
PA,en,"Agricola, Gnaeus Julius, 40-93;Germanic peoples -- Early works to 1800;Statesmen -- Rome -- Biography -- Early works to 1800",The Germany and the Agricola of Tacitus,Text,502,7524,802,https://www.gutenberg.org/ebooks/7524,56,117,"Tacitus, Cornelius",1,"February, 2005",2,February,2005
E201,en,"Monarchy,United States -- Politics and government -- 1775-1783,Political science",Common Sense,Text,501,3755,803,https://www.gutenberg.org/ebooks/3755,1737,1809,"Paine, Thomas",1,"February, 2003",2,February,2003
BJ,en,Conduct of life,"Letters to His Son, Complete: On the Fine Art of Becoming a Man of the World and a Gentleman",Text,500,3361,804,https://www.gutenberg.org/ebooks/3361,1694,1773,"Chesterfield, Philip Dormer Stanhope, Earl of",12,10/12/04,10,October,2004
,en,,Chain Reaction,Text,500,51255,805,https://www.gutenberg.org/ebooks/51255,0,0,"Ellanby, Boyd",20,02/20/16,2,February,2016
,en,,The Border and the Buffalo: An Untold Story of the Southwest Plains,Text,499,51448,806,https://www.gutenberg.org/ebooks/51448,0,0,"Cook, John R.",14,03/14/16,3,March,2016
PS,en,"Psychological fiction,Alcoholics -- Fiction,Married people -- Fiction,New York (N.Y.) -- Fiction,Inheritance and succession -- Fiction,Domestic fiction,Socialites -- Fiction,Young men -- Fiction",The Beautiful and Damned,Text,499,9830,807,https://www.gutenberg.org/ebooks/9830,1896,1940,"Fitzgerald, F. Scott (Francis Scott)",1,"February, 2006",2,February,2006
PR,en,"London (England) -- History -- 1800-1950 -- Fiction;Conduct of life -- Fiction;Paranormal fiction;Portraits -- Fiction;Appearance (Philosophy) -- Fiction;Supernatural -- Fiction;Great Britain -- History -- Victoria, 1837-1901 -- Fiction;Didactic fiction",The Picture of Dorian Gray,Text,497,4078,808,https://www.gutenberg.org/ebooks/4078,1854,1900,"Wilde, Oscar",1,"May, 2003",5,May,2003
,en,,"Franklin's Way to Wealth: or, 'Poor Richard Improved'",Text,497,43855,809,https://www.gutenberg.org/ebooks/43855,1706,1790,"Franklin, Benjamin",1,10/01/13,10,October,2013
PS,en,"Gifts -- Fiction,Short stories,Christmas stories",The Gift of the Magi,Text,497,7256,810,https://www.gutenberg.org/ebooks/7256,1862,1910,"Henry, O.",1,"January, 2005",1,January,2005
QA,ru,"Word problems (Mathematics);Mathematics -- Problems, exercises, etc.",1001 zadacha dlia umstvennogo scheta,Text,496,16527,811,https://www.gutenberg.org/ebooks/16527,1836,1902,"Rachinskii, Sergei Aleksandrovich",14,08/14/05,8,August,2005
,en,,The Golden Gems of Life: Gathered Jewels for the Home Circle,Text,493,51374,812,https://www.gutenberg.org/ebooks/51374,0,0,"Ferguson, S. C.",6,03/06/16,3,March,2016
,en,,Sordman the Protector,Text,491,51445,813,https://www.gutenberg.org/ebooks/51445,1936,0,"Purdom, Tom",14,03/14/16,3,March,2016
PR,en,"People with disabilities -- Fiction,Artists -- Fiction,Orphans -- Fiction,Bildungsromans,Physicians -- Fiction",Of Human Bondage,Text,490,351,814,https://www.gutenberg.org/ebooks/351,1874,1965,"Maugham, W. Somerset (William Somerset)",6,05/06/08,5,May,2008
PQ,en,"Lays -- Translations into English;Romances -- Translations into English;Marie, de France, active 12th century -- Translations into English",French Mediaeval Romances from the Lays of Marie de France,Text,489,11417,815,https://www.gutenberg.org/ebooks/11417,0,0,"Marie, Queen of Rumania",3,03/03/04,3,March,2004
PQ,en,French fiction -- Translations into English,Against the Grain,Text,489,12341,816,https://www.gutenberg.org/ebooks/12341,1848,1907,"Huysmans, J.-K. (Joris-Karl)",14,05/14/04,5,May,2004
PR,en,English poetry,Browning's Shorter Poems,Text,489,16376,817,https://www.gutenberg.org/ebooks/16376,1812,1889,"Browning, Robert",28,07/28/05,7,July,2005
PS,en,"Science fiction,War stories,Space ships -- Fiction",Mr. Spaceship,Text,489,32522,818,https://www.gutenberg.org/ebooks/32522,1928,1982,"Dick, Philip K.",25,05/25/10,5,May,2010
,en,,Ambition,Text,488,51274,819,https://www.gutenberg.org/ebooks/51274,0,0,"Bade, William L.",21,02/21/16,2,February,2016
PR,en,"Historical fiction,Caribbean Area -- Fiction,Pirates -- Fiction,Physicians -- Fiction,Sea stories,Adventure stories,British -- Caribbean Area -- Fiction",Captain Blood,Text,487,1965,820,https://www.gutenberg.org/ebooks/1965,1875,1950,"Sabatini, Rafael",1,"November, 1999",11,November,1999
TL,en,"Aeronautics -- Periodicals,Airships -- Periodicals",Jane's All the World's Aircraft. 1913,Text,487,34815,821,https://www.gutenberg.org/ebooks/34815,0,0,Unknown,2,01/02/11,1,January,2011
,en,,"""1812"" Napoleon I in Russia",Text,487,51418,822,https://www.gutenberg.org/ebooks/51418,1842,1904,"Vereshchagin, Vasilii Vasilevich",12,03/12/16,3,March,2016
QH,en,"Natural history,Voyages around the world -- History -- 19th century,Beagle Expedition (1831-1836),South America -- Discovery and exploration,Geology",The Voyage of the Beagle,Text,487,944,823,https://www.gutenberg.org/ebooks/944,1809,1882,"Darwin, Charles",1,"June, 1997",6,June,1997
PR,en,"Country homes -- Fiction,Sisters -- Fiction,Social classes -- Fiction,Illegitimate children -- Fiction,England -- Fiction,Remarried people -- Fiction,Inheritance and succession -- Fiction,Domestic fiction",Howards End,Text,486,2891,824,https://www.gutenberg.org/ebooks/2891,1879,1970,"Forster, E. M. (Edward Morgan)",1,"November, 2001",11,November,2001
"PR,PS",en,"American essays,English essays",Modern Essays,Text,486,38280,825,https://www.gutenberg.org/ebooks/38280,0,0,Unknown,11,12/11/11,12,December,2011
PR,en,"English essays -- Early modern, 1500-1700","The Essays or Counsels, Civil and Moral",Text,486,575,826,https://www.gutenberg.org/ebooks/575,1561,1626,"Bacon, Francis",1,"June, 1996",6,June,1996
PS,en,"Hudson River Valley (N.Y. and N.J.) -- Fiction;Americans -- England -- History -- 19th century;Fantasy fiction, American;Catskill Mountains Region (N.Y.) -- Fiction;Irving, Washington, 1783-1859 -- Travel -- England;England -- Social life and customs -- 19th century",The Sketch-Book of Geoffrey Crayon,Text,485,2048,827,https://www.gutenberg.org/ebooks/2048,1783,1859,"Irving, Washington",1,"August, 2000",8,August,2000
HN,en,Social problems,What's Wrong with the World,Text,484,1717,828,https://www.gutenberg.org/ebooks/1717,1874,1936,"Chesterton, G. K. (Gilbert Keith)",1,"April, 1999",4,April,1999
BR,en,"Persecution,Martyrs,Church history","Fox's Book of Martyrs: Or A History of the Lives, Sufferings, and Triumphant; Deaths of the Primitive Protestant Martyrs",Text,484,22400,829,https://www.gutenberg.org/ebooks/22400,1516,1587,"Foxe, John",25,08/25/07,8,August,2007
PR,en,"Hamlet (Legendary character) -- Drama,Tragedies,Murder victims' families -- Drama,Princes -- Drama,Denmark -- Drama,Fathers -- Death -- Drama,Revenge -- Drama,Kings and rulers -- Succession -- Drama","Hamlet, Prince of Denmark",Text,484,27761,830,https://www.gutenberg.org/ebooks/27761,1564,1616,"Shakespeare, William",10,01/10/09,1,January,2009
PR,en,Science fiction,The Night Land,Text,483,10662,831,https://www.gutenberg.org/ebooks/10662,1877,1918,"Hodgson, William Hope",9,01/09/04,1,January,2004
PR,en,"Ghost stories,English fiction",Three Ghost Stories,Text,483,1289,832,https://www.gutenberg.org/ebooks/1289,1812,1870,"Dickens, Charles",9,03/09/13,3,March,2013
PS,en,"Science fiction,Short stories,Time travel -- Fiction",The Skull,Text,483,30255,833,https://www.gutenberg.org/ebooks/30255,1928,1982,"Dick, Philip K.",14,10/14/09,10,October,2009
,en,,The Story of Elizabeth Canning Considered,Text,483,51334,834,https://www.gutenberg.org/ebooks/51334,1858,1916,"Hill, John A. (John Alexander)",29,02/29/16,2,February,2016
PR,en,"Ocean travel -- Fiction,Women travelers -- Fiction,Bildungsromans,Love stories,Young women -- Fiction,British -- South America -- Fiction",The Voyage Out,Text,482,144,835,https://www.gutenberg.org/ebooks/144,1882,1941,"Woolf, Virginia",12,01/12/06,1,January,2006
PA,en,"Classical literature,Metamorphosis -- Fiction",The Golden Asse,Text,482,1666,836,https://www.gutenberg.org/ebooks/1666,0,0,Apuleius,21,02/21/06,2,February,2006
PA,en,"Abelard, Peter, 1079-1142 -- Correspondence;Love-letters;Authors, Latin (Medieval and modern) -- France -- Correspondence;Héloïse, approximately 1095-1163 or 1164 -- Correspondence","Letters of Abelard and Heloise: To which is prefix'd a particular account of their lives, amours, and misfortunes",Text,482,35977,837,https://www.gutenberg.org/ebooks/35977,0,1163,Heloise,27,04/27/11,4,April,2011
LB,en,Montessori method of education,The Montessori Method: Scientific Pedagogy as Applied to Child Education in 'The Children's Houses' with Additions and Revisions by the Author,Text,482,39863,838,https://www.gutenberg.org/ebooks/39863,1870,1952,"Montessori, Maria",31,05/31/12,5,May,2012
,de,,"The German Classics from the Fourth to the Nineteenth Century, Vol. 1 (of 2)",Text,482,51389,839,https://www.gutenberg.org/ebooks/51389,1823,1900,"Muller, F. Max (Friedrich Max)",7,03/07/16,3,March,2016
PR,en,"Biographers -- Fiction,Triangles (Interpersonal relations) -- Fiction,Poets -- Family relationships -- Fiction,London (England) -- Fiction,Mothers and daughters -- Fiction,Domestic fiction,Young women -- Fiction,Love stories",Night and Day,Text,481,1245,840,https://www.gutenberg.org/ebooks/1245,1882,1941,"Woolf, Virginia",1,"March, 1998",3,March,1998
PS,en,"Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction;Revenge -- Fiction;Psychological fiction;Triangles (Interpersonal relations) -- Fiction;Women immigrants -- Fiction;Illegitimate children -- Fiction;Historical fiction;Married women -- Fiction;Clergy -- Fiction;Puritans -- Fiction;Adultery -- Fiction",The Scarlet Letter,Text,481,25344,841,https://www.gutenberg.org/ebooks/25344,1804,1864,"Hawthorne, Nathaniel",5,05/05/08,5,May,2008
PQ,en,"Detective and mystery stories;Rouletabille, Joseph (Fictitious character) -- Fiction;Reporters and reporting -- Fiction",The Mystery of the Yellow Room,Text,480,1685,842,https://www.gutenberg.org/ebooks/1685,1868,1927,"Leroux, Gaston",1,"March, 1999",3,March,1999
PA,en,"Rome -- History -- Civil War, 49-48 B.C.;Gaul -- History -- Gallic Wars, 58-51 B.C.","""De Bello Gallico"" and Other Commentaries",Text,478,10657,843,https://www.gutenberg.org/ebooks/10657,-100,-44,"Caesar, Julius",9,01/09/04,1,January,2004
"BL,PB",en,"Mythology, Celtic;Celts -- Religion",Myths & Legends of the Celtic Race,Text,478,34081,844,https://www.gutenberg.org/ebooks/34081,1857,1920,"Rolleston, T. W. (Thomas William)",16,10/16/10,10,October,2010
G,en,"Political science -- Handbooks, manuals, etc.;World politics -- Handbooks, manuals, etc.;Political statistics -- Handbooks, manuals, etc.;Geography -- Handbooks, manuals, etc.",The 2010 CIA World Factbook,Text,478,35830,845,https://www.gutenberg.org/ebooks/35830,0,0,United States. Central Intelligence Agency,11,04/11/11,4,April,2011
PG,en,"Russia -- Social life and customs -- Drama,Russian drama -- Translations into English,Comedies",The Inspector-General,Text,478,3735,846,https://www.gutenberg.org/ebooks/3735,1809,1852,"Gogol, Nikolai Vasilevich",1,"February, 2003",2,February,2003
,en,,"Toadstools, mushrooms, fungi, edible and poisonous; one thousand American fungi",Text,478,51393,847,https://www.gutenberg.org/ebooks/51393,0,0,"Macadam, Robert K.",8,03/08/16,3,March,2016
PR,en,"Short stories, New Zealand;New Zealand -- Social life and customs -- Fiction","The Garden Party, and Other Stories",Text,477,1429,848,https://www.gutenberg.org/ebooks/1429,1888,1923,"Mansfield, Katherine",1,1998,1,January,1998
